Make,Vehicle Class,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
BMW,COMPACT,3,6,Z,11.9,7.8,10,28,230
BMW,MID-SIZE,2,4,Z,10.4,7.1,8.9,32,205
BMW,MID-SIZE,2,4,Z,10.6,7.2,9.1,31,209
BMW,MID-SIZE,3,6,D,9.2,6.3,7.9,36,213
BMW,MID-SIZE,3,6,Z,12.1,8.1,10.3,27,237
BMW,FULL-SIZE,3,6,Z,12.8,8.9,11,26,253
BMW,MID-SIZE,4.4,8,Z,14.4,9.7,12.3,23,283
BMW,FULL-SIZE,4.4,8,Z,15.2,9.8,12.8,22,294
BMW,SUBCOMPACT,3,6,Z,12.1,8.1,10.3,27,237
BMW,COMPACT,3,6,Z,12.1,8.1,10.3,27,237
BMW,SUBCOMPACT,4.4,8,Z,15.2,9.8,12.8,22,294
BMW,COMPACT,4.4,8,Z,14.4,9.7,12.3,23,283
BMW,COMPACT,4.4,8,Z,15.2,9.8,12.8,22,294
BMW,FULL-SIZE,3,6,D,10.2,7.1,8.8,32,238
BMW,FULL-SIZE,3,6,Z,12.1,8.1,10.3,27,237
BMW,FULL-SIZE,4.4,8,Z,15.2,9.8,12.8,22,294
BMW,FULL-SIZE,4.4,8,Z,15.2,9.8,12.8,22,294
BMW,FULL-SIZE,6,12,Z,18.7,11.6,15.5,18,356
BMW,COMPACT,3,6,Z,9.7,7.5,8.7,32,200
BMW,MID-SIZE,3,6,Z,10.6,7.9,9.4,30,216
BMW,FULL-SIZE,3,6,Z,10.6,7.7,9.3,30,214
BMW,COMPACT,4.4,8,Z,15.2,9.8,12.8,22,294
BMW,FULL-SIZE,4.4,8,Z,15.2,9.8,12.8,22,294
BMW,FULL-SIZE,4.4,8,Z,15.2,9.8,12.8,22,294
BMW,SUBCOMPACT,3,6,Z,11.8,8.1,10.2,28,235
BMW,SUBCOMPACT,3,6,Z,12.3,9,10.8,26,248
BMW,SUBCOMPACT,3,6,Z,11.8,8.1,10.2,28,235
BMW,SUBCOMPACT,3,6,Z,11.9,8.5,10.4,27,239
BMW,SUBCOMPACT,3,6,Z,11.9,7.8,10,28,230
BMW,COMPACT,3,6,Z,14.2,9.6,12.1,23,278
BMW,COMPACT,3,6,Z,13.7,9,11.6,24,267
BMW,SUBCOMPACT,3,6,Z,14.1,9.7,12.1,23,278
BMW,SUBCOMPACT,3,6,Z,14.1,9,11.8,24,271
BMW,COMPACT,3,6,Z,14.1,9.7,12.1,23,278
BMW,COMPACT,3,6,Z,13.7,9,11.6,24,267
BMW,MID-SIZE,4.4,8,Z,17.3,11.5,14.7,19,338
BMW,MID-SIZE,4.4,8,Z,16.1,10.8,13.7,21,315
BMW,SUBCOMPACT,4.4,8,Z,17.3,11.5,14.7,19,338
BMW,SUBCOMPACT,4.4,8,Z,16.1,10.8,13.7,21,315
BMW,COMPACT,4.4,8,Z,17.3,11.5,14.7,19,338
BMW,COMPACT,4.4,8,Z,16.1,10.8,13.7,21,315
BMW,COMPACT,4.4,8,Z,17.3,11.5,14.7,19,338
BMW,COMPACT,4.4,8,Z,16.1,10.8,13.7,21,315
BMW,SUV - SMALL,2,4,Z,10.6,7.2,9.1,31,209
BMW,SUV - SMALL,3,6,Z,13.2,8.9,11.2,25,258
BMW,SUV - SMALL,2,4,D,8.6,6.9,7.9,36,213
BMW,SUV - SMALL,2,4,Z,11.1,8.4,9.9,29,228
BMW,SUV - SMALL,3,6,Z,12.7,8.8,10.9,26,251
BMW,SUV - SMALL,2,4,Z,11.7,8.4,10.2,28,235
BMW,SUV - SMALL,3,6,Z,12.7,8.8,10.9,26,251
BMW,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,336
BMW,SUV - STANDARD,3,6,D,9.9,7.2,8.7,32,235
BMW,SUV - STANDARD,3,6,Z,13,8.9,11.1,25,255
BMW,SUV - STANDARD,4.4,8,Z,16.1,10.9,13.8,20,317
BMW,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,336
BMW,SUV - STANDARD,3,6,Z,13,8.9,11.1,25,255
BMW,SUV - STANDARD,4.4,8,Z,16.1,10.9,13.8,20,317
BMW,TWO-SEATER,2,4,Z,10.7,7.1,9.1,31,209
BMW,TWO-SEATER,2,4,Z,10.7,6.9,9,31,207
BMW,TWO-SEATER,3,6,Z,13.7,10,12.1,23,278
BMW,TWO-SEATER,3,6,Z,12.7,9,11,26,253
BMW,TWO-SEATER,3,6,Z,13.7,10,12.1,23,278
BMW,SUBCOMPACT,2,4,Z,9.9,6.5,8.4,34,197
BMW,SUBCOMPACT,2,4,Z,10.7,7,9,31,211
BMW,SUBCOMPACT,2,4,Z,10.4,6.8,8.8,32,207
BMW,SUBCOMPACT,2,4,Z,10.5,6.9,8.9,32,209
BMW,COMPACT,2,4,Z,9.9,6.5,8.4,34,197
BMW,COMPACT,2,4,Z,10.7,7,9,31,211
BMW,COMPACT,2,4,Z,10.4,6.8,8.8,32,207
BMW,COMPACT,2,4,D,7.7,5.7,6.8,42,183
BMW,STATION WAGON - SMALL,2,4,D,7.7,5.7,6.8,42,183
BMW,COMPACT,2,4,Z,10.5,6.9,8.9,32,209
BMW,FULL-SIZE,2,4,Z,10.5,6.9,8.9,32,209
BMW,STATION WAGON - SMALL,2,4,Z,10.5,6.9,8.9,32,209
BMW,FULL-SIZE,3,6,Z,12,7.9,10.2,28,238
BMW,COMPACT,3,6,Z,10.9,7.2,9.3,30,217
BMW,COMPACT,3,6,Z,11.6,7.8,9.9,29,231
BMW,COMPACT,3,6,Z,10.9,7.3,9.3,30,216
BMW,COMPACT,3,6,Z,11.9,8.3,10.3,27,241
BMW,SUBCOMPACT,2,4,Z,10.8,6.7,8.9,32,211
BMW,COMPACT,2,4,Z,9.9,6.5,8.4,34,197
BMW,COMPACT,2,4,Z,10.7,7,9,31,211
BMW,COMPACT,2,4,Z,10.8,6.7,8.9,32,211
BMW,COMPACT,2,4,Z,10.9,6.8,9,31,210
BMW,SUBCOMPACT,2,4,Z,11.3,7.1,9.4,30,221
BMW,COMPACT,2,4,Z,10.5,6.9,8.9,32,209
BMW,COMPACT,2,4,Z,10.5,6.9,8.9,32,209
BMW,SUBCOMPACT,3,6,Z,11.8,7.6,9.9,29,232
BMW,COMPACT,3,6,Z,11.6,7.7,9.9,29,232
BMW,COMPACT,3,6,Z,12.1,8.4,10.5,27,246
BMW,SUBCOMPACT,3,6,Z,11.9,8.1,10.2,28,238
BMW,COMPACT,3,6,Z,12,7.9,10.2,28,238
BMW,COMPACT,3,6,Z,12.3,8.4,10.5,27,247
BMW,COMPACT,3,6,Z,12,7.9,10.2,28,238
BMW,MID-SIZE,2,4,Z,10.5,6.9,8.9,32,209
BMW,MID-SIZE,3,6,D,9.2,6.3,7.9,36,212
BMW,MID-SIZE,3,6,Z,11.9,8.1,10.2,28,238
BMW,FULL-SIZE,3,6,Z,13,9.1,11.2,25,263
BMW,MID-SIZE,4.4,8,Z,14.4,9.6,12.3,23,288
BMW,FULL-SIZE,4.4,8,Z,14.3,9.3,12.1,23,283
BMW,SUBCOMPACT,3,6,Z,11.9,8.1,10.2,28,238
BMW,COMPACT,3,6,Z,11.9,8.1,10.2,28,238
BMW,SUBCOMPACT,4.4,8,Z,14.3,9.3,12.1,23,283
BMW,COMPACT,4.4,8,Z,14.4,9.6,12.3,23,288
BMW,COMPACT,4.4,8,Z,14.3,9.3,12.1,23,283
BMW,FULL-SIZE,4.4,8,Z,14.3,9.3,12.1,23,283
BMW,FULL-SIZE,4.4,8,Z,14.3,9.3,12.1,23,283
BMW,MID-SIZE,3,6,Z,10.6,7.9,9.4,30,219
BMW,COMPACT,4.4,8,Z,14.3,9.3,12.1,23,283
BMW,SUBCOMPACT,3,6,Z,11.8,8.8,10.4,27,244
BMW,SUBCOMPACT,3,6,Z,12.7,9.2,11.1,25,260
BMW,SUBCOMPACT,3,6,Z,11.6,7.7,9.9,29,232
BMW,SUBCOMPACT,3,6,Z,11.9,8.6,10.4,27,245
BMW,SUBCOMPACT,3,6,Z,11.6,7.7,9.9,29,232
BMW,SUBCOMPACT,3,6,Z,12.1,8.4,10.5,27,246
BMW,SUBCOMPACT,3,6,Z,12,7.9,10.2,28,238
BMW,SUBCOMPACT,3,6,Z,12,7.9,10.2,28,238
BMW,COMPACT,3,6,Z,14.1,9.7,12.1,23,284
BMW,COMPACT,3,6,Z,13.7,9,11.6,24,271
BMW,SUBCOMPACT,3,6,Z,14.2,9.6,12.1,23,282
BMW,SUBCOMPACT,3,6,Z,14.1,9,11.8,24,278
BMW,COMPACT,3,6,Z,14.1,9.7,12.1,23,284
BMW,COMPACT,3,6,Z,13.7,9,11.6,24,271
BMW,MID-SIZE,4.4,8,Z,17.3,11.5,14.7,19,344
BMW,MID-SIZE,4.4,8,Z,16.1,10.9,13.7,21,321
BMW,COMPACT,4.4,8,Z,17.3,11.5,14.7,19,344
BMW,COMPACT,4.4,8,Z,16.1,10.9,13.7,21,321
BMW,SUBCOMPACT,4.4,8,Z,17.3,11.5,14.7,19,344
BMW,SUBCOMPACT,4.4,8,Z,16.1,10.9,13.7,21,321
BMW,COMPACT,4.4,8,Z,17.3,11.5,14.7,19,344
BMW,COMPACT,4.4,8,Z,16.1,10.9,13.7,21,321
BMW,SUV - SMALL,2,4,Z,10.7,7.4,9.2,31,215
BMW,SUV - SMALL,2,4,D,8.6,6.9,7.9,36,211
BMW,SUV - SMALL,2,4,Z,11.1,8.4,9.9,29,231
BMW,SUV - SMALL,3,6,Z,12.7,8.8,10.9,26,257
BMW,SUV - SMALL,3,6,Z,12.8,9.5,11.3,25,264
BMW,SUV - SMALL,2,4,Z,11.7,8.4,10.2,28,238
BMW,SUV - SMALL,3,6,Z,12.7,8.8,10.9,26,257
BMW,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,343
BMW,SUV - STANDARD,3,6,D,10,7.6,8.9,32,233
BMW,SUV - STANDARD,3,6,Z,13,9.7,11.5,25,269
BMW,SUV - STANDARD,4.4,8,Z,15.7,11.4,13.8,20,322
BMW,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,343
BMW,SUV - STANDARD,3,6,Z,13,9.7,11.5,25,269
BMW,SUV - STANDARD,4.4,8,Z,15.7,11.4,13.8,20,322
BMW,TWO-SEATER,2,4,Z,10.7,7.1,9.1,31,212
BMW,TWO-SEATER,2,4,Z,10.7,7,9,31,211
BMW,TWO-SEATER,3,6,Z,13.7,10,12.1,23,282
BMW,TWO-SEATER,3,6,Z,13.7,10,12.1,23,282
BMW,SUBCOMPACT,2,4,Z,10,7.2,8.7,32,207
BMW,SUBCOMPACT,2,4,Z,9.8,6.8,8.4,34,197
BMW,SUBCOMPACT,2,4,Z,11.1,7.3,9.4,30,219
BMW,SUBCOMPACT,2,4,Z,10.5,7.4,9.1,31,213
BMW,SUBCOMPACT,2,4,Z,10.2,7.4,9,31,210
BMW,COMPACT,2,4,Z,10,6.5,8.4,34,200
BMW,COMPACT,2,4,Z,10.2,6.7,8.6,33,202
BMW,COMPACT,2,4,Z,10.3,6.9,8.8,32,206
BMW,COMPACT,2,4,D,7.9,5.9,7,40,189
BMW,STATION WAGON - SMALL,2,4,D,7.9,5.9,7,40,189
BMW,COMPACT,2,4,Z,10.5,7.4,9.1,31,213
BMW,FULL-SIZE,2,4,Z,10.5,7.4,9.1,31,213
BMW,STATION WAGON - SMALL,2,4,Z,10.5,7.4,9.1,31,213
BMW,COMPACT,3,6,Z,11.1,7.8,9.6,29,224
BMW,COMPACT,3,6,Z,12.2,8.2,10.4,27,242
BMW,COMPACT,3,6,Z,11.4,7.8,9.8,29,228
BMW,COMPACT,3,6,Z,12.2,8.5,10.5,27,246
BMW,FULL-SIZE,3,6,Z,11.9,8.1,10.2,28,238
BMW,SUBCOMPACT,2,4,Z,10.6,7.3,9.1,31,211
BMW,COMPACT,2,4,Z,10.5,7.4,9.1,31,213
BMW,COMPACT,2,4,Z,10.5,7.4,9.1,31,213
BMW,COMPACT,3,6,Z,11.1,7.8,9.6,29,224
BMW,COMPACT,3,6,Z,12.2,8.2,10.4,27,242
BMW,SUBCOMPACT,3,6,Z,11.9,8.1,10.2,28,238
BMW,COMPACT,3,6,Z,11.4,7.8,9.8,29,228
BMW,COMPACT,3,6,Z,12.2,8.5,10.5,27,246
BMW,COMPACT,3,6,Z,11.4,7.8,9.8,29,228
BMW,MID-SIZE,2,4,Z,10.5,7.4,9.1,31,213
BMW,MID-SIZE,3,6,Z,11.4,7.8,9.8,29,228
BMW,SUBCOMPACT,3,6,Z,12.4,8.4,10.6,27,249
BMW,COMPACT,3,6,Z,12.4,8.4,10.6,27,249
BMW,SUBCOMPACT,4.4,8,Z,14.7,9.7,12.5,23,292
BMW,COMPACT,4.4,8,Z,13.8,9.1,11.7,24,273
BMW,COMPACT,4.4,8,Z,14.7,9.7,12.5,23,292
BMW,FULL-SIZE,3,6,Z,11.9,8.1,10.2,28,238
BMW,FULL-SIZE,4.4,8,Z,13.8,9.1,11.7,24,273
BMW,FULL-SIZE,4.4,8,Z,14.7,9.7,12.5,23,292
BMW,COMPACT,4.4,8,Z,14.7,9.7,12.5,23,292
BMW,FULL-SIZE,4.4,8,Z,14.7,9.7,12.5,23,292
BMW,SUBCOMPACT,3,6,Z,11.8,8.9,10.5,27,245
BMW,SUBCOMPACT,3,6,Z,13.1,9.2,11.4,25,267
BMW,SUBCOMPACT,3,6,Z,11.1,7.8,9.6,29,224
BMW,SUBCOMPACT,3,6,Z,12.2,8.2,10.4,27,242
BMW,SUBCOMPACT,3,6,Z,11.1,7.8,9.6,29,224
BMW,SUBCOMPACT,3,6,Z,12.5,8.4,10.7,26,250
BMW,SUBCOMPACT,3,6,Z,11.4,7.8,9.8,29,228
BMW,SUBCOMPACT,3,6,Z,11.4,7.8,9.8,29,228
BMW,COMPACT,3,6,Z,14,9.7,12.1,23,284
BMW,COMPACT,3,6,Z,13.7,9.1,11.7,24,273
BMW,SUBCOMPACT,3,6,Z,14.1,9.6,12.1,23,283
BMW,SUBCOMPACT,3,6,Z,13.7,9.1,11.7,24,273
BMW,COMPACT,3,6,Z,14,9.7,12.1,23,284
BMW,COMPACT,3,6,Z,13.7,9.1,11.7,24,273
BMW,COMPACT,4.4,8,Z,17.2,11.6,14.7,19,343
BMW,COMPACT,4.4,8,Z,16.2,10.9,13.8,20,324
BMW,SUBCOMPACT,4.4,8,Z,17.2,11.6,14.7,19,343
BMW,SUBCOMPACT,4.4,8,Z,16.2,10.9,13.8,20,324
BMW,COMPACT,4.4,8,Z,17.2,11.6,14.7,19,343
BMW,COMPACT,4.4,8,Z,16.2,10.9,13.8,20,324
BMW,FULL-SIZE,6.6,12,Z,17.7,11.9,15.1,19,355
BMW,SUV - SMALL,2,4,Z,10.5,7.4,9.1,31,213
BMW,SUV - SMALL,2,4,D,8.7,7.1,8,35,211
BMW,SUV - SMALL,2,4,Z,11.1,8.5,10,28,233
BMW,SUV - SMALL,3,6,Z,12.7,9.1,11.1,25,260
BMW,SUV - SMALL,3,6,Z,12.7,9.1,11.1,25,260
BMW,SUV - SMALL,2,4,Z,11.8,8.6,10.3,27,240
BMW,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,341
BMW,SUV - STANDARD,3,6,D,10.3,8,9.3,30,249
BMW,SUV - STANDARD,3,6,Z,13,9.8,11.5,25,270
BMW,SUV - STANDARD,4.4,8,Z,15.6,11.3,13.7,21,320
BMW,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,341
BMW,SUV - STANDARD,3,6,Z,13,9.8,11.5,25,270
BMW,SUV - STANDARD,4.4,8,Z,15.6,11.3,13.7,21,320
BMW,SUBCOMPACT,2,4,Z,9.8,6.8,8.4,34,197
BMW,SUBCOMPACT,2,4,Z,11.1,7.3,9.4,30,219
BMW,SUBCOMPACT,2,4,Z,10.2,7.2,8.9,32,208
BMW,SUBCOMPACT,2,4,Z,9.9,7.1,8.6,33,202
BMW,COMPACT,2,4,D,7.8,5.9,7,40,184
BMW,STATION WAGON - SMALL,2,4,D,7.8,5.9,7,40,184
BMW,COMPACT,2,4,Z,10.2,7.2,8.9,32,208
BMW,FULL-SIZE,2,4,Z,10.2,7.2,8.9,32,208
BMW,STATION WAGON - SMALL,2,4,Z,10.2,7.2,8.9,32,208
BMW,COMPACT,3,6,Z,9.2,6.2,7.8,36,183
BMW,COMPACT,3,6,Z,12.1,8.1,10.3,27,240
BMW,COMPACT,3,6,Z,11.1,7.5,9.5,30,223
BMW,COMPACT,3,6,Z,12.2,8.4,10.5,27,245
BMW,FULL-SIZE,3,6,Z,11.8,7.9,10,28,235
BMW,SUBCOMPACT,2,4,Z,10.7,7.3,9.1,31,214
BMW,COMPACT,2,4,Z,10.2,7.2,8.9,32,208
BMW,COMPACT,2,4,Z,10.2,7.2,8.9,32,208
BMW,COMPACT,3,6,Z,9.2,6.2,7.8,36,183
BMW,COMPACT,3,6,Z,12.1,8.1,10.3,27,240
BMW,SUBCOMPACT,3,6,Z,11.8,7.9,10,28,235
BMW,COMPACT,3,6,Z,11.1,7.5,9.5,30,223
BMW,COMPACT,3,6,Z,12.2,8.4,10.5,27,245
BMW,COMPACT,3,6,Z,11.1,7.5,9.5,30,223
BMW,MID-SIZE,2,4,Z,10.2,7.2,8.9,32,208
BMW,MID-SIZE,3,6,Z,11.6,8.1,10,28,236
BMW,SUBCOMPACT,3,6,Z,12.3,8.4,10.5,27,248
BMW,COMPACT,3,6,Z,12.3,8.4,10.5,27,248
BMW,FULL-SIZE,3,6,Z,11.9,8.4,10.3,27,241
BMW,SUBCOMPACT,4.4,8,Z,14.7,9.6,12.4,23,292
BMW,SUBCOMPACT,4.4,8,Z,14,10,12.2,23,286
BMW,COMPACT,4.4,8,Z,14.7,9.6,12.4,23,292
BMW,FULL-SIZE,4.4,8,Z,14.7,9.6,12.4,23,292
BMW,FULL-SIZE,4.4,8,Z,14.3,9.4,12.1,23,283
BMW,COMPACT,4.4,8,Z,14.7,9.6,12.4,23,292
BMW,SUBCOMPACT,3,6,Z,11.8,8.9,10.5,27,245
BMW,SUBCOMPACT,3,6,Z,13.1,9.2,11.4,25,267
BMW,SUBCOMPACT,3,6,Z,10.9,7.7,9.5,30,222
BMW,SUBCOMPACT,3,6,Z,12.7,8.7,10.9,26,255
BMW,SUBCOMPACT,3,6,Z,10.9,7.7,9.5,30,222
BMW,SUBCOMPACT,3,6,Z,12.5,8.4,10.7,26,249
BMW,SUBCOMPACT,3,6,Z,11.2,7.8,9.7,29,227
BMW,SUBCOMPACT,3,6,Z,11.2,7.8,9.7,29,227
BMW,COMPACT,3,6,Z,13.5,9.9,11.9,24,280
BMW,COMPACT,3,6,Z,13.5,9.3,11.6,24,273
BMW,SUBCOMPACT,3,6,Z,14.5,10.5,12.7,22,299
BMW,SUBCOMPACT,3,6,Z,13.8,9.4,11.9,24,280
BMW,COMPACT,3,6,Z,13.5,9.9,11.9,24,280
BMW,COMPACT,3,6,Z,13.5,9.3,11.6,24,273
BMW,MID-SIZE,4.4,8,Z,14.3,9.4,12.1,23,283
BMW,SUBCOMPACT,4.4,8,Z,17.3,11.6,14.7,19,344
BMW,SUBCOMPACT,4.4,8,Z,16.2,10.9,13.8,20,324
BMW,SUBCOMPACT,4.4,8,Z,17.3,11.6,14.7,19,344
BMW,SUBCOMPACT,4.4,8,Z,16.2,10.9,13.8,20,324
BMW,COMPACT,4.4,8,Z,17.3,11.6,14.7,19,344
BMW,COMPACT,4.4,8,Z,16.2,10.9,13.8,20,324
BMW,FULL-SIZE,6.6,12,Z,17.7,11.9,15.1,19,355
BMW,SUV - SMALL,2,4,Z,10.7,7.5,9.3,30,217
BMW,SUV - SMALL,2,4,Z,11,7.7,9.5,30,222
BMW,SUV - SMALL,2,4,Z,10.8,8,9.5,30,223
BMW,SUV - SMALL,3,6,Z,11.7,8.6,10.3,27,241
BMW,SUV - SMALL,2,4,Z,11.8,8.6,10.3,27,240
BMW,SUV - SMALL,3,6,Z,12.9,9.5,11.4,25,266
BMW,SUV - STANDARD,3,6,D,10.3,8,9.3,30,246
BMW,SUV - STANDARD,3,6,Z,13,9.8,11.5,25,270
BMW,SUV - STANDARD,4.4,8,Z,15.4,11.2,13.5,21,317
BMW,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,341
BMW,SUV - STANDARD,3,6,Z,13,9.8,11.5,25,270
BMW,SUV - STANDARD,4.4,8,Z,15.4,11.2,13.5,21,317
BMW,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,341
BMW,SUBCOMPACT,2,4,Z,10.2,7.2,8.8,32,207
BMW,SUBCOMPACT,2,4,Z,9.9,7.1,8.6,33,202
BMW,COMPACT,2,4,Z,9.5,6.9,8.3,34,194
BMW,FULL-SIZE,2,4,Z,10.2,7.2,8.8,32,207
BMW,STATION WAGON - SMALL,2,4,Z,10.2,7.2,8.8,32,207
BMW,SUBCOMPACT,2,4,Z,10.6,7.3,9.1,31,213
BMW,COMPACT,2,4,Z,10.2,7.2,8.8,32,207
BMW,COMPACT,2,4,Z,10.2,7.2,8.8,32,207
BMW,COMPACT,3,6,Z,11.2,7.3,9.4,30,227
BMW,COMPACT,3,6,Z,12.8,8.8,11,26,256
BMW,SUBCOMPACT,3,6,Z,11.8,7.9,10,28,235
BMW,COMPACT,3,6,Z,11.4,7.6,9.7,29,228
BMW,COMPACT,3,6,Z,13,8.5,11,26,256
BMW,COMPACT,3,6,Z,11.4,7.6,9.7,29,228
BMW,MID-SIZE,2,4,Z,10.2,7.2,8.8,32,207
BMW,MID-SIZE,3,6,Z,11.2,8.1,9.8,29,231
BMW,COMPACT,3,6,Z,12.3,8.4,10.5,27,248
BMW,FULL-SIZE,3,6,Z,11.9,8.4,10.3,27,241
BMW,COMPACT,4.4,8,Z,14,9.6,12,24,282
BMW,FULL-SIZE,4.4,8,Z,13.3,9.2,11.5,25,269
BMW,FULL-SIZE,4.4,8,Z,14,9.6,12,24,282
BMW,COMPACT,4.4,8,Z,14,9.6,12,24,282
BMW,FULL-SIZE,4.4,8,Z,14,9.6,12,24,282
BMW,SUBCOMPACT,3,6,Z,14.3,10.4,12.6,22,294
BMW,SUBCOMPACT,3,6,Z,13.4,9.6,11.7,24,273
BMW,SUBCOMPACT,3,6,Z,11.2,7.8,9.7,29,227
BMW,SUBCOMPACT,3,6,Z,12.8,8.8,11,26,256
BMW,SUBCOMPACT,3,6,Z,11.2,7.8,9.7,29,227
BMW,SUBCOMPACT,3,6,Z,12.8,8.8,11,26,256
BMW,SUBCOMPACT,3,6,Z,11.2,7.8,9.7,29,227
BMW,SUBCOMPACT,3,6,Z,12.8,8.8,11,26,256
BMW,SUBCOMPACT,3,6,Z,11.3,8,9.8,29,229
BMW,SUBCOMPACT,3,6,Z,11.3,8,9.8,29,229
BMW,SUBCOMPACT,3,6,Z,11.3,8,9.8,29,229
BMW,SUBCOMPACT,3,6,Z,14.5,10.5,12.7,22,299
BMW,SUBCOMPACT,3,6,Z,13.8,9.4,11.9,24,280
BMW,SUBCOMPACT,3,6,Z,14.5,10.5,12.7,22,299
BMW,SUBCOMPACT,3,6,Z,13.8,9.4,11.9,24,280
BMW,COMPACT,3,6,Z,14.3,10.4,12.6,22,294
BMW,COMPACT,3,6,Z,13.4,9.6,11.7,24,273
BMW,COMPACT,3,6,Z,14.3,10.4,12.6,22,294
BMW,COMPACT,3,6,Z,13.4,9.6,11.7,24,273
BMW,COMPACT,3,6,Z,14.3,10.4,12.6,22,294
BMW,MID-SIZE,4.4,8,Z,16,11.2,13.9,20,324
BMW,MID-SIZE,4.4,8,Z,16,11.2,13.9,20,324
BMW,MID-SIZE,4.4,8,Z,13.3,9.2,11.5,25,269
BMW,COMPACT,4.4,8,Z,17.3,11.6,14.7,19,344
BMW,FULL-SIZE,6.6,12,Z,17.7,11.9,15.1,19,355
BMW,SUBCOMPACT,4.4,8,Z,13.5,9.2,11.6,24,270
BMW,SUBCOMPACT,4.4,8,Z,13.3,9.2,11.5,25,269
BMW,SUV - SMALL,2,4,Z,10.7,7.5,9.3,30,217
BMW,SUV - SMALL,2,4,Z,11,7.7,9.5,30,222
BMW,SUV - SMALL,2,4,Z,10.8,8,9.6,29,223
BMW,SUV - SMALL,3,6,Z,11.9,8.7,10.4,27,245
BMW,SUV - SMALL,2,4,Z,10.8,8,9.6,29,223
BMW,SUV - SMALL,3,6,Z,11.9,8.7,10.4,27,245
BMW,SUV - STANDARD,3,6,Z,11.7,9.1,10.5,27,245
BMW,SUV - STANDARD,4.4,8,Z,15.3,11.1,13.4,21,314
BMW,SUV - STANDARD,3,6,Z,13,9.9,11.6,24,272
BMW,SUV - STANDARD,4.4,8,Z,14.3,10.6,12.6,22,294
BMW,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,341
BMW,SUV - STANDARD,3,6,Z,12,9.4,10.8,26,254
BMW,SUV - STANDARD,4.4,8,Z,14.3,10.6,12.6,22,294
BMW,SUBCOMPACT,2,4,Z,10.1,7,8.7,32,204
BMW,SUBCOMPACT,2,4,Z,10.9,7.5,9.4,30,219
BMW,SUBCOMPACT,2,4,Z,9.5,7.4,8.5,33,200
BMW,SUBCOMPACT,2,4,Z,10.9,7.5,9.4,30,219
BMW,COMPACT,2,4,Z,9.5,6.9,8.3,34,195
BMW,SUBCOMPACT,2,4,Z,10.6,7.3,9.1,31,213
BMW,COMPACT,2,4,Z,10.1,7,8.7,32,204
BMW,COMPACT,2,4,Z,10.9,7.5,9.4,30,219
BMW,COMPACT,2,4,Z,10.9,7.5,9.4,30,219
BMW,SUBCOMPACT,3,6,Z,12.4,8.5,10.7,26,249
BMW,COMPACT,3,6,Z,11.4,8.1,9.9,29,231
BMW,COMPACT,3,6,Z,11.4,8.3,10,28,233
BMW,COMPACT,3,6,Z,13,8.5,11,26,257
BMW,COMPACT,3,6,Z,11.4,8.3,10,28,233
BMW,MID-SIZE,2,4,Z,9.9,7.5,8.8,32,206
BMW,MID-SIZE,3,6,Z,10.7,8.1,9.5,30,222
BMW,FULL-SIZE,4.4,8,Z,14.5,9.9,12.4,23,290
BMW,FULL-SIZE,4.4,8,Z,14.5,9.9,12.4,23,290
BMW,FULL-SIZE,4.4,8,Z,14.5,9.9,12.4,23,290
BMW,SUBCOMPACT,3,6,Z,14.1,10.3,12.4,23,290
BMW,SUBCOMPACT,3,6,Z,13.4,9.6,11.7,24,273
BMW,SUBCOMPACT,3,6,Z,11.4,8.1,9.9,29,231
BMW,SUBCOMPACT,3,6,Z,12.7,8.8,10.9,26,255
BMW,SUBCOMPACT,3,6,Z,11.4,8.3,10,28,233
BMW,SUBCOMPACT,3,6,Z,11.4,8.1,9.9,29,231
BMW,SUBCOMPACT,3,6,Z,11.4,8.1,9.9,29,231
BMW,SUBCOMPACT,3,6,Z,12.7,8.8,10.9,26,255
BMW,SUBCOMPACT,3,6,Z,12.7,8.8,10.9,26,255
BMW,SUBCOMPACT,3,6,Z,11.4,8.3,10,28,233
BMW,SUBCOMPACT,3,6,Z,11.4,8.3,10,28,233
BMW,COMPACT,3,6,Z,11.4,8.3,10,28,233
BMW,SUBCOMPACT,3,6,Z,14.5,10.5,12.7,22,299
BMW,SUBCOMPACT,3,6,Z,14.5,10.5,12.7,22,299
BMW,SUBCOMPACT,3,6,Z,13.8,9.4,11.9,24,280
BMW,SUBCOMPACT,3,6,Z,13.8,9.4,11.9,24,280
BMW,COMPACT,3,6,Z,14.1,10.3,12.4,23,290
BMW,COMPACT,3,6,Z,14.1,10.3,12.4,23,290
BMW,COMPACT,3,6,Z,13.4,9.6,11.7,24,273
